transaction_id,amount,transaction_type,account_age_days,num_prev_transactions,location_risk,device_type,is_fraud
618,32.42,cash_out,368,430,high,tablet,0
619,164.09,cash_out,1244,214,low,desktop,0
620,137.94,cash_out,1361,176,low,mobile,0
621,20.4,cash_out,1247,174,medium,desktop,0
622,23.49,cash_out,1672,339,low,desktop,0
623,46.28,debit,1792,337,low,tablet,0
624,66.27,debit,360,145,high,desktop,0
625,96.3,debit,921,449,low,tablet,0
626,46.03,transfer,329,323,high,tablet,0
627,62.09,transfer,962,477,low,mobile,0
628,137.62,transfer,463,160,low,tablet,0
629,3.74,transfer,946,126,high,tablet,0
630,29.09,cash_out,963,419,medium,mobile,0
631,124.95,cash_out,1585,81,high,tablet,0
632,225.58,cash_out,1828,484,high,mobile,1
633,71.68,payment,1406,146,high,desktop,0
634,75.95,debit,836,238,medium,mobile,0
635,11.34,transfer,1614,411,low,tablet,0
636,59.31,transfer,1641,423,high,mobile,0
637,76.06,cash_out,169,83,high,tablet,0
638,27.77,transfer,217,112,medium,desktop,0
639,31.37,transfer,378,224,high,mobile,0
640,47.37,debit,119,331,low,desktop,0
641,2.03,cash_out,190,377,medium,tablet,0
642,38.87,debit,767,242,low,tablet,0
643,23.76,payment,370,142,low,desktop,0
644,39.67,payment,1802,40,medium,mobile,0
645,12.76,payment,149,422,high,mobile,0
646,221.21,cash_out,1700,257,low,tablet,0
647,90.04,transfer,652,446,low,desktop,0
648,113.66,cash_out,1883,284,low,desktop,0
649,155.67,cash_out,1512,104,low,mobile,0
650,69,transfer,770,201,medium,mobile,0
651,9.09,debit,374,449,medium,mobile,0
652,77.03,payment,781,306,low,desktop,0
653,88.39,debit,1717,330,high,mobile,0
654,136.82,payment,160,460,low,mobile,0
655,56.5,cash_out,351,265,high,tablet,0
656,13.65,payment,1936,397,low,mobile,0
657,33.38,cash_out,1312,209,high,mobile,0
658,45.11,debit,1312,50,low,desktop,0
659,103.82,cash_out,892,117,high,desktop,0
660,84.58,debit,1250,200,low,tablet,0
661,44.02,transfer,523,376,low,mobile,0
662,430.62,transfer,522,38,high,tablet,1
663,93.08,transfer,783,27,medium,desktop,0
664,27.08,cash_out,273,258,high,tablet,0
665,10.73,transfer,936,83,medium,desktop,0
666,16.59,payment,1426,453,low,tablet,0
667,28.23,debit,183,154,high,tablet,0
668,17.52,debit,1993,116,high,mobile,0
669,20.65,payment,1689,1,high,tablet,1
670,33.56,cash_out,488,92,medium,mobile,0
671,19.04,cash_out,1851,165,medium,mobile,0
672,227.08,debit,846,386,low,mobile,0
673,8.36,transfer,124,399,medium,mobile,0
674,74.34,cash_out,985,349,medium,tablet,0
675,52.83,cash_out,1650,295,low,desktop,0
676,403.86,payment,790,257,high,desktop,1
677,11.88,payment,414,80,high,desktop,0
678,50.73,transfer,1749,424,low,tablet,0
679,348.91,cash_out,1196,267,high,mobile,1
680,200.62,cash_out,1312,418,medium,desktop,0
681,169.87,payment,1459,234,low,tablet,0
682,29.83,cash_out,686,320,low,mobile,0
683,18.74,debit,113,310,low,desktop,0
684,110.46,payment,888,300,high,mobile,0
685,265.04,transfer,1941,462,low,desktop,0
686,81.37,payment,122,473,low,desktop,0
687,84.77,cash_out,1568,356,low,desktop,0
688,32.85,transfer,1246,212,high,mobile,0
689,146.75,payment,1655,61,medium,tablet,0
690,20.71,debit,39,48,low,mobile,0
691,39.11,debit,497,126,medium,desktop,0
692,55.41,payment,780,222,high,mobile,0
693,70.85,debit,1257,408,high,tablet,0
694,27.76,debit,943,278,high,mobile,0
695,12.2,debit,1554,407,high,tablet,0
696,94.32,transfer,149,293,medium,tablet,0
697,34.06,debit,1421,283,low,mobile,0
698,87.05,debit,1022,276,high,desktop,0
699,16.77,debit,661,437,high,tablet,0
700,65.61,transfer,1662,106,medium,mobile,0
701,76.05,payment,1928,145,medium,tablet,0
702,5.32,cash_out,302,419,high,desktop,0
703,41.04,debit,1384,98,low,mobile,0
704,14.43,payment,238,428,low,mobile,0
705,6.55,debit,647,374,high,mobile,0
706,460.12,transfer,663,72,medium,desktop,0
707,38.91,payment,236,436,high,tablet,0
708,166.01,transfer,1760,485,high,mobile,0
709,29.39,debit,203,121,medium,tablet,0
710,114.41,debit,256,29,high,tablet,0
711,142.81,transfer,598,187,high,desktop,0
712,90.54,cash_out,662,363,high,mobile,0
713,63.79,transfer,235,353,medium,tablet,0
714,53.08,debit,1369,287,low,mobile,0
715,42.9,transfer,534,450,low,mobile,0
716,265.26,cash_out,860,194,medium,desktop,0
717,177.56,transfer,1821,155,low,mobile,0
718,335.32,cash_out,1805,171,high,mobile,1
719,13.27,cash_out,1490,334,low,tablet,0
720,131.26,transfer,770,40,high,desktop,0
721,278.61,transfer,541,62,low,mobile,0
722,20,payment,213,22,medium,tablet,0
723,6.88,debit,463,359,low,desktop,0
724,135.14,cash_out,436,74,low,desktop,0
725,85.44,payment,283,47,low,tablet,0
726,184.41,transfer,1586,159,medium,tablet,0
727,15.06,debit,1631,312,low,tablet,0
728,158.61,payment,1487,117,medium,tablet,0
729,22.52,cash_out,1431,99,high,tablet,0
730,17.87,payment,88,379,low,mobile,0
731,17.94,cash_out,1068,416,medium,mobile,0
732,168.51,transfer,461,407,medium,desktop,0
733,109.42,debit,278,166,low,mobile,0
734,74.04,debit,1707,289,high,mobile,0
735,44.45,debit,421,439,medium,mobile,0
736,209.72,transfer,1725,155,low,tablet,0
737,49.83,cash_out,1377,420,high,desktop,0
738,169.61,transfer,696,6,medium,desktop,0
739,57.83,debit,515,195,medium,desktop,0
740,47.31,transfer,703,420,high,desktop,0
741,62.12,transfer,1654,55,high,mobile,0
742,35.86,transfer,19,320,low,mobile,0
743,137.68,cash_out,23,192,low,tablet,0
744,69.86,payment,413,46,medium,desktop,0
745,26.42,payment,1054,147,high,mobile,0
746,229.83,transfer,1831,274,high,mobile,1
747,48.43,payment,108,156,high,tablet,0
748,78.43,payment,1391,201,medium,tablet,0
749,236.95,transfer,1305,443,high,tablet,1
750,97.88,transfer,1152,401,high,mobile,0
751,12.43,debit,1253,475,medium,mobile,0
752,281.06,payment,1135,418,low,tablet,0
753,98.81,cash_out,136,426,low,desktop,0
754,40.78,transfer,362,494,medium,tablet,0
755,15,debit,1210,478,high,tablet,0
756,158,cash_out,1680,474,medium,tablet,0
757,96.78,payment,1608,125,low,tablet,0
758,76.24,debit,129,394,low,mobile,0
759,224.33,transfer,1900,304,medium,desktop,0
760,155.4,cash_out,1285,368,medium,tablet,0
761,16.45,transfer,515,293,low,desktop,0
762,37.36,payment,449,63,medium,desktop,0
763,28.57,cash_out,1924,324,low,desktop,0
764,136.24,payment,1128,391,medium,tablet,0
765,3.41,payment,1507,417,medium,mobile,0
766,84.37,debit,1248,175,medium,tablet,0
767,143.74,transfer,1856,115,low,desktop,0
768,209.37,cash_out,874,439,medium,desktop,0
769,41.87,payment,1890,203,low,mobile,0
770,172.18,payment,1515,485,low,tablet,0
771,11.72,cash_out,473,320,medium,desktop,0
772,187.37,payment,1034,30,medium,mobile,0
773,13.64,debit,1429,387,low,desktop,0
774,50.63,debit,1920,112,low,mobile,0
775,159.6,debit,302,364,high,mobile,0
776,16.24,debit,231,433,low,tablet,0
777,26.04,payment,1755,324,high,desktop,0
778,128.1,cash_out,923,413,high,tablet,0
779,127.31,cash_out,1090,375,high,desktop,0
780,102.48,cash_out,937,343,medium,tablet,0
781,118.4,cash_out,112,442,medium,desktop,0
782,78.25,transfer,1037,66,low,tablet,0
783,29.01,cash_out,1417,74,high,mobile,0
784,42.42,transfer,500,44,medium,desktop,0
785,20.04,transfer,932,259,medium,desktop,0
786,239.09,debit,598,153,medium,mobile,0
787,87.56,transfer,234,154,medium,tablet,0
788,51.22,payment,602,429,medium,desktop,0
789,61.99,transfer,314,362,high,desktop,0
790,294.28,debit,566,447,high,tablet,1
791,16.65,transfer,1036,474,high,mobile,0
792,88.24,payment,209,233,high,tablet,0
793,70.5,payment,1998,50,low,tablet,0
794,94.53,payment,1038,305,high,tablet,0
795,1.83,debit,1657,261,medium,desktop,0
796,205.67,debit,1442,314,high,mobile,1
797,269,cash_out,1461,124,low,mobile,0
798,83.27,debit,1401,398,medium,tablet,0
799,119.29,payment,1044,244,high,desktop,0
800,255.75,payment,587,29,high,tablet,1
801,122.84,debit,1936,425,high,desktop,0
802,16.55,transfer,1779,484,medium,desktop,0
803,85.87,debit,1759,121,medium,desktop,0
804,93.32,debit,1015,124,low,desktop,0
805,55.19,payment,1094,36,medium,mobile,0
806,133.35,cash_out,1848,169,medium,desktop,0
807,272.37,payment,1235,123,high,desktop,1
808,259.79,cash_out,1125,356,medium,tablet,0
809,59.94,payment,698,34,high,tablet,0
810,12.02,debit,132,86,high,mobile,0
811,418.92,payment,1647,133,medium,tablet,0
812,182.57,payment,1405,195,low,desktop,0
813,13.31,payment,1156,273,low,tablet,0
814,253.63,debit,1044,200,medium,mobile,0
815,203.94,debit,1930,368,low,tablet,0
816,73.16,debit,536,284,high,tablet,0
817,89.47,debit,1014,76,high,mobile,0
818,50.92,cash_out,227,58,medium,mobile,0
819,5.63,cash_out,1178,430,low,desktop,0
820,40.83,transfer,1829,125,low,tablet,0
821,162.38,debit,1766,499,high,desktop,0
822,0.46,cash_out,1493,400,medium,tablet,0
823,40.57,payment,822,108,low,tablet,0
824,50.78,debit,871,223,medium,desktop,0
825,77.09,transfer,405,495,low,tablet,0
826,252.39,transfer,202,277,high,tablet,1
827,42.52,transfer,38,67,high,tablet,0
828,42.61,payment,942,68,medium,mobile,0
829,133.75,cash_out,1796,164,high,desktop,0
830,60.19,payment,188,488,low,mobile,0
831,25.44,debit,1081,304,high,desktop,0
832,60.23,transfer,941,396,medium,desktop,0
833,15.18,payment,1044,161,medium,tablet,0
834,19.41,payment,273,364,medium,desktop,0
835,68.99,cash_out,1143,341,low,mobile,0
836,54.29,cash_out,583,308,low,mobile,0
837,246.33,transfer,516,378,low,mobile,0
838,45,payment,1245,342,low,desktop,0
839,86.89,payment,526,434,low,mobile,0
840,100.04,cash_out,1539,386,high,desktop,0
841,1.32,payment,1752,41,low,mobile,0
842,108.93,payment,1765,353,low,mobile,0
843,19.61,payment,336,415,high,desktop,0
844,324.6,cash_out,698,108,low,mobile,0
845,16.09,transfer,1079,50,medium,tablet,0
846,53.55,debit,500,249,low,desktop,0
847,8.92,transfer,900,496,low,desktop,0
848,576.81,debit,1912,340,medium,desktop,0
849,69.75,payment,766,429,medium,tablet,0
850,90.48,transfer,536,382,medium,desktop,0
851,6.94,debit,162,491,medium,mobile,0
852,138.61,cash_out,1694,20,low,mobile,0
853,23.56,cash_out,594,299,medium,mobile,0
854,228.33,transfer,1939,138,medium,desktop,0
855,22.96,transfer,159,358,high,mobile,0
856,21.16,payment,1212,323,medium,desktop,0
857,3.72,transfer,60,498,medium,mobile,0
858,63.88,payment,915,384,high,tablet,0
859,83.2,payment,1841,91,high,tablet,0
860,6.8,cash_out,1343,446,low,tablet,0
861,149.4,cash_out,1902,279,high,tablet,0
862,60.38,debit,211,124,low,desktop,0
863,74.32,cash_out,406,482,high,mobile,0
864,58.12,cash_out,664,396,high,tablet,0
865,51.21,transfer,1133,110,low,desktop,0
866,82.02,cash_out,1100,353,high,tablet,0
867,16.87,debit,542,138,low,tablet,0
868,20.08,transfer,1338,483,high,desktop,0
869,197.89,debit,998,434,medium,desktop,0
870,292.09,cash_out,1141,272,high,mobile,1
871,46.73,debit,927,98,low,mobile,0
872,31.57,transfer,868,251,high,tablet,0
873,103.28,payment,1728,337,low,tablet,0
874,52.55,debit,19,103,low,mobile,0
875,2.57,debit,432,213,medium,mobile,0
876,16.98,transfer,1709,248,medium,desktop,0
877,125.87,transfer,740,151,low,mobile,0
878,107.56,debit,1374,249,high,mobile,0
879,2.75,cash_out,183,274,low,tablet,0
880,25.1,debit,113,164,low,mobile,0
881,26.28,transfer,1207,486,high,tablet,0
882,111.44,payment,481,340,high,mobile,0
883,1.99,payment,1170,7,high,desktop,0
884,10.99,cash_out,831,283,high,mobile,0
885,160.9,debit,1652,4,low,mobile,1
886,19.67,payment,1137,144,low,mobile,0
887,105.77,debit,763,100,medium,tablet,0
888,27.2,transfer,476,163,low,desktop,0
889,10.47,payment,763,373,high,mobile,0
890,27.86,cash_out,1327,146,medium,tablet,0
891,128.11,transfer,971,63,high,desktop,0
892,193.58,cash_out,1849,90,low,tablet,0
893,177.33,transfer,1020,116,medium,tablet,0
894,50.61,payment,1142,353,high,desktop,0
895,110.29,cash_out,1837,266,medium,mobile,0
896,22.94,cash_out,161,309,medium,tablet,0
897,34.69,transfer,401,172,low,tablet,0
898,226.66,cash_out,198,46,high,mobile,1
899,1.31,transfer,1284,139,medium,mobile,0
900,8.94,transfer,660,245,medium,desktop,0
901,23.31,transfer,1776,148,high,desktop,0
902,2.69,transfer,1071,245,medium,desktop,0
903,20.02,payment,399,394,medium,mobile,0
904,87.48,transfer,1734,486,medium,tablet,0
905,54.72,debit,1583,475,high,tablet,0
906,223.19,cash_out,78,4,high,desktop,1
907,170.07,debit,124,464,high,mobile,0
908,41.83,payment,75,183,high,tablet,0
909,30.03,debit,1895,19,low,desktop,0
910,47.75,cash_out,137,424,medium,tablet,0
911,89.23,debit,602,45,high,tablet,0
912,31.21,payment,1424,11,medium,mobile,0
913,97.86,transfer,837,69,medium,mobile,0
914,52.66,debit,1529,16,low,tablet,0
915,80.31,payment,500,370,high,desktop,0
916,57.29,payment,1597,146,high,mobile,0
917,34.88,cash_out,138,153,medium,tablet,0
918,296.53,cash_out,50,303,high,mobile,1
919,144.23,debit,1795,107,medium,mobile,0
920,15.1,transfer,973,235,medium,mobile,0
921,202.85,payment,1643,307,low,tablet,0
922,66.83,debit,1649,351,low,desktop,0
923,224.95,payment,1886,69,low,desktop,0
924,160.87,payment,254,182,medium,desktop,0
925,55.38,transfer,1654,249,high,mobile,0
926,2.27,transfer,710,227,low,tablet,0
927,31.29,debit,1873,101,high,mobile,0
928,78.01,transfer,1901,74,low,desktop,0
929,100.37,transfer,563,416,low,desktop,0
930,29.83,debit,757,445,medium,tablet,0
931,15.01,transfer,1939,215,low,mobile,0
932,180.14,cash_out,1450,406,low,desktop,0
933,416.06,payment,547,398,medium,tablet,0
934,74.59,payment,1326,410,high,mobile,0
935,18.84,payment,922,202,low,mobile,0
936,31.79,payment,581,191,medium,desktop,0
937,1.86,debit,1373,248,low,desktop,0
938,245.69,payment,1856,498,medium,mobile,0
939,12.53,payment,1957,241,high,mobile,0
940,85.92,payment,49,464,high,desktop,0
941,32.03,payment,917,178,medium,mobile,0
942,80.78,cash_out,1098,436,medium,desktop,0
943,105.39,payment,704,461,medium,mobile,0
944,177.04,cash_out,261,218,high,desktop,0
945,23.12,debit,356,81,low,tablet,0
946,1.11,transfer,1606,91,high,desktop,0
947,14.72,payment,1626,434,medium,desktop,0
948,230.28,transfer,1284,174,medium,tablet,0
949,207.06,transfer,638,238,high,mobile,1
950,90.98,debit,743,259,medium,tablet,0
951,91.76,transfer,1319,390,high,desktop,0
952,109.37,cash_out,1010,364,medium,mobile,0
953,19.28,transfer,931,162,low,tablet,0
954,245.82,transfer,641,47,low,mobile,0
955,54.26,transfer,792,328,medium,mobile,0
956,48.31,payment,1337,327,high,tablet,0
957,73.17,payment,612,115,low,mobile,0
958,4.81,cash_out,1862,428,high,tablet,0
959,18.19,cash_out,809,336,medium,desktop,0
960,133.95,payment,1206,336,high,mobile,0
961,8.64,cash_out,686,368,low,desktop,0
962,92.42,payment,1852,224,high,desktop,0
963,28.15,debit,1388,351,high,mobile,0
964,49.31,transfer,188,327,medium,tablet,0
965,34.07,transfer,1593,146,medium,mobile,0
966,43.95,cash_out,1567,62,medium,desktop,0
967,126.96,payment,1620,293,low,desktop,0
968,35.26,payment,1688,322,low,tablet,0
969,83.56,cash_out,985,442,medium,mobile,0
970,64.64,payment,548,324,medium,desktop,0
971,108.97,debit,725,12,low,desktop,0
972,276.19,transfer,926,430,low,desktop,0
973,131.89,cash_out,1432,493,low,tablet,0
974,24.2,cash_out,876,188,low,desktop,0
975,3.17,payment,618,286,medium,desktop,0
976,30.42,cash_out,414,207,low,mobile,0
977,90.41,debit,1366,113,medium,mobile,0
978,5.28,payment,1244,479,high,desktop,0
979,68.59,payment,903,21,high,desktop,0
980,90.84,payment,163,348,low,mobile,0
981,40.68,payment,1975,213,high,tablet,0
982,147.36,debit,1244,170,high,tablet,0
983,11.27,payment,270,322,high,tablet,0
984,7.81,cash_out,632,53,low,tablet,0
985,130.26,debit,906,393,low,tablet,0
986,68.42,transfer,1872,297,high,tablet,0
987,116.6,transfer,1424,319,medium,tablet,0
988,57.06,cash_out,1206,125,high,tablet,0
989,28.29,cash_out,1642,276,low,mobile,0
990,170.98,debit,1753,463,low,tablet,0
991,160.65,transfer,205,203,low,tablet,0
992,118.64,transfer,582,193,high,tablet,0
993,31.77,transfer,1580,168,medium,desktop,0
994,89.22,transfer,841,151,low,mobile,0
995,44.78,transfer,1837,34,low,mobile,0
996,9.61,payment,1252,183,high,mobile,0
997,249.27,cash_out,1720,285,medium,tablet,0
998,14.71,payment,1643,56,high,tablet,0
999,300.05,transfer,596,221,low,desktop,0
1000,59.06,debit,1874,302,medium,mobile,0
